OrderNumber,Date,InvoiceType,CustomerCode,Customer,BranchCode,Branch,Area,SalesRep,Brand,Category,SalesQuantity,SalesValue
SO-101318,2025-01-26,Sales,1013,Grandiose Supermarket,50056,Grandiose Supermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,DeliMia,Food,5,5208.65
SO-101865,2025-01-26,Sales,1013,Grandiose Supermarket,50056,Grandiose Supermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Verdé,HPC,40,80573.6
SO-100935,2025-01-27,Sales,1012,Viva Supermarket,50055,Viva Supermarket - Downtown,Downtown,Joseph Mathew,Zaytoona,Food,2,3309.88
SO-101235,2025-01-27,Sales,1011,Aswaaq,50047,Aswaaq - Festival City,Festival City,Omar Haddad,Silkene,HPC,2,3547.68
SO-100122,2025-01-28,Sales,1012,Viva Supermarket,50054,Viva Supermarket - Jebel Ali,Jebel Ali,Priya Raj,Crunchio,Food,60,32169.6
SO-101190,2025-01-28,Sales,1004,Choithrams,50015,Choithrams - JLT,JLT,Arjun Pillai,Cedarna,Food,12,17788.32
SO-100587,2025-01-29,Sales,1006,Waitrose,50022,Waitrose - Mirdif,Mirdif,Vikram Nair,Cleanova,HPC,5,5493.1
SO-101327,2025-01-29,Sales,1012,Viva Supermarket,50052,Viva Supermarket - Dubai Marina,Dubai Marina,Fatima Khan,Mintleaf,HPC,2,1619.8
SO-101909,2025-01-29,Sales,1003,Spinneys,50009,Spinneys - Bur Dubai,Bur Dubai,Anjali Menon,Bakehouse Co,Food,3,2510.88
SO-100039,2025-01-30,Sales,1005,Union Coop,50019,Union Coop - Jebel Ali,Jebel Ali,Priya Raj,Silkene,HPC,1,1907.17
SO-100274,2025-01-30,Sales,1010,Géant,50041,Géant - Dubai Marina,Dubai Marina,Fatima Khan,PureGlow,HPC,1,2415.41
SO-101140,2025-01-30,Sales,1010,Géant,50043,Géant - Festival City,Festival City,Omar Haddad,FreshNest,Food,2,1584.9
SO-101632,2025-01-30,Sales,1005,Union Coop,50018,Union Coop - International City,International City,Sunil Kumar,Sparklo,HPC,1,939.76
SO-100115,2025-01-31,Return,1014,Day to Day,50061,Day to Day - Motor City,Motor City,Rashid Al Marzooqi,Bakehouse Co,Food,-2,-1970.36
SO-100280,2025-01-31,Sales,1006,Waitrose,50023,Waitrose - Bur Dubai,Bur Dubai,Anjali Menon,Oasis Delights,Food,1,855.46
SO-100378,2025-01-31,Sales,1014,Day to Day,50060,Day to Day - Jumeirah,Jumeirah,Grace Fernandes,Verdé,HPC,2,3863.12
SO-100513,2025-01-31,Sales,1010,Géant,50045,Géant - Deira,Deira,Rashid Al Marzooqi,FreshLine,HPC,5,5239.3
SO-101577,2025-01-31,Sales,1014,Day to Day,50059,Day to Day - Al Qusais,Al Qusais,Anjali Menon,Bakehouse Co,Food,8,7304.08
SO-101978,2025-01-31,Return,1006,Waitrose,50024,Waitrose - Jumeirah,Jumeirah,Grace Fernandes,Oasis Delights,Food,-2,-1484.14
SO-100060,2025-02-01,Sales,1014,Day to Day,50063,Day to Day - Al Barsha,Al Barsha,Mohammed Saleh,Silkene,HPC,1,1730.78
SO-100247,2025-02-01,Sales,1008,Nesto Hypermarket,50031,Nesto Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,Auracare,HPC,1,2740.26
SO-100652,2025-02-01,Sales,1006,Waitrose,50024,Waitrose - Jumeirah,Jumeirah,Grace Fernandes,Marhaba Gold,Food,20,14103.4
SO-100723,2025-02-01,Sales,1008,Nesto Hypermarket,50031,Nesto Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,Cedarna,Food,60,76829.4
SO-101392,2025-02-01,Sales,1005,Union Coop,50020,Union Coop - Al Qusais,Al Qusais,Anjali Menon,PureGlow,HPC,2,4859.36
SO-100140,2025-02-02,Sales,1004,Choithrams,50011,Choithrams - Al Qusais,Al Qusais,Anjali Menon,Crunchio,Food,1,408.18
SO-100662,2025-02-02,Sales,1010,Géant,50041,Géant - Dubai Marina,Dubai Marina,Fatima Khan,Bakehouse Co,Food,5,4091.8
SO-100163,2025-02-03,Sales,1012,Viva Supermarket,50054,Viva Supermarket - Jebel Ali,Jebel Ali,Priya Raj,Auracare,HPC,2,4208.44
SO-100116,2025-02-05,Sales,1010,Géant,50046,Géant - Jumeirah,Jumeirah,Grace Fernandes,FreshNest,Food,20,14416.2
SO-100512,2025-02-05,Sales,1010,Géant,50045,Géant - Deira,Deira,Rashid Al Marzooqi,Goldenfields,Food,40,39032.0
SO-101174,2025-02-05,Sales,1001,Carrefour,50001,Carrefour - Deira,Deira,Rashid Al Marzooqi,Crunchio,Food,2,1088.7
SO-101565,2025-02-05,Sales,1002,Lulu Hypermarket,50005,Lulu Hypermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Cleanova,HPC,8,7966.24
SO-100433,2025-02-06,Sales,1012,Viva Supermarket,50052,Viva Supermarket - Dubai Marina,Dubai Marina,Fatima Khan,Cleanova,HPC,5,6209.15
SO-100709,2025-02-06,Sales,1010,Géant,50046,Géant - Jumeirah,Jumeirah,Grace Fernandes,Caressa,HPC,5,6461.55
SO-101551,2025-02-06,Sales,1005,Union Coop,50018,Union Coop - International City,International City,Sunil Kumar,FreshLine,HPC,40,45332.8
SO-100791,2025-02-07,Sales,1006,Waitrose,50023,Waitrose - Bur Dubai,Bur Dubai,Anjali Menon,Lumora,HPC,1,2140.02
SO-101894,2025-02-07,Sales,1002,Lulu Hypermarket,50005,Lulu Hypermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Marhaba Gold,Food,3,1666.2
SO-101995,2025-02-07,Sales,1004,Choithrams,50012,Choithrams - Mirdif,Mirdif,Vikram Nair,Crunchio,Food,2,868.68
SO-100696,2025-02-08,Sales,1008,Nesto Hypermarket,50034,Nesto Hypermarket - Deira,Deira,Rashid Al Marzooqi,Zaytoona,Food,8,11026.0
SO-100372,2025-02-09,Sales,1012,Viva Supermarket,50052,Viva Supermarket - Dubai Marina,Dubai Marina,Fatima Khan,PureGlow,HPC,20,47007.6
SO-101289,2025-02-09,Sales,1012,Viva Supermarket,50055,Viva Supermarket - Downtown,Downtown,Joseph Mathew,FreshLine,HPC,12,12622.92
SO-100756,2025-02-10,Sales,1007,Al Maya Supermarket,50028,Al Maya Supermarket - Al Qusais,Al Qusais,Anjali Menon,FreshLine,HPC,1,1112.92
SO-101811,2025-02-10,Sales,1003,Spinneys,50008,Spinneys - Jumeirah,Jumeirah,Grace Fernandes,DeliMia,Food,12,12865.44
SO-100166,2025-02-11,Sales,1011,Aswaaq,50049,Aswaaq - Downtown,Downtown,Joseph Mathew,Zaytoona,Food,12,21544.92
SO-101091,2025-02-11,Sales,1010,Géant,50043,Géant - Festival City,Festival City,Omar Haddad,Silkene,HPC,3,5045.61
SO-101254,2025-02-11,Sales,1008,Nesto Hypermarket,50031,Nesto Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,Sparklo,HPC,3,3112.62
SO-101257,2025-02-11,Sales,1008,Nesto Hypermarket,50030,Nesto Hypermarket - JLT,JLT,Arjun Pillai,Crunchio,Food,20,10608.2
SO-101426,2025-02-11,Sales,1006,Waitrose,50022,Waitrose - Mirdif,Mirdif,Vikram Nair,Crunchio,Food,5,2594.85
SO-101808,2025-02-11,Return,1008,Nesto Hypermarket,50034,Nesto Hypermarket - Deira,Deira,Rashid Al Marzooqi,FreshNest,Food,-2,-1567.96
SO-100310,2025-02-12,Sales,1008,Nesto Hypermarket,50032,Nesto Hypermarket - Discovery Gardens,Discovery Gardens,Lina Aboud,Caressa,HPC,5,6821.9
SO-101365,2025-02-12,Sales,1015,Safeer Market,50067,Safeer Market - Jumeirah,Jumeirah,Grace Fernandes,Silkene,HPC,8,14853.6
SO-100230,2025-02-13,Sales,1004,Choithrams,50011,Choithrams - Al Qusais,Al Qusais,Anjali Menon,Auracare,HPC,5,11162.45
SO-100612,2025-02-13,Sales,1008,Nesto Hypermarket,50030,Nesto Hypermarket - JLT,JLT,Arjun Pillai,Mintleaf,HPC,1,868.37
SO-100630,2025-02-13,Sales,1015,Safeer Market,50069,Safeer Market - Bur Dubai,Bur Dubai,Anjali Menon,Cedarna,Food,3,4284.9
SO-100813,2025-02-13,Sales,1011,Aswaaq,50049,Aswaaq - Downtown,Downtown,Joseph Mathew,Oasis Delights,Food,100,68717.0
SO-101088,2025-02-13,Sales,1009,West Zone Supermarket,50039,West Zone Supermarket - International City,International City,Sunil Kumar,Verdé,HPC,3,6492.57
SO-100381,2025-02-14,Sales,1009,West Zone Supermarket,50036,West Zone Supermarket - Deira,Deira,Rashid Al Marzooqi,DeliMia,Food,1,1115.65
SO-101820,2025-02-14,Sales,1015,Safeer Market,50066,Safeer Market - Festival City,Festival City,Omar Haddad,Zaytoona,Food,20,32040.8
SO-100089,2025-02-15,Sales,1010,Géant,50043,Géant - Festival City,FESTIVAL CITY,Omar Haddad,Crunchio,Food,20,10949.4
SO-100351,2025-02-15,Sales,1005,Union Coop,50017,Union Coop - Karama,Karama,Daniel Costa,Verdé,HPC,2,4207.72
SO-101175,2025-02-15,Sales,1011,Aswaaq,50048,Aswaaq - Al Barsha,Al Barsha,Mohammed Saleh,Bakehouse Co,Food,40,33396.4
SO-100477,2025-02-16,Sales,1010,Géant,50041,Géant - Dubai Marina,Dubai Marina,Fatima Khan,Bakehouse Co,Food,40,36729.6
SO-100757,2025-02-16,Return,1012,Viva Supermarket,50051,Viva Supermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Oasis Delights,Food,-2,-1733.32
SO-100896,2025-02-16,Sales,1012,Viva Supermarket,50055,Viva Supermarket - Downtown,Downtown,Joseph Mathew,FreshNest,Food,1,790.09
SO-100926,2025-02-16,Sales,1006,Waitrose,50022,Waitrose - Mirdif,Mirdif,Vikram Nair,Mintleaf,HPC,8,6275.84
SO-101427,2025-02-16,Sales,1011,Aswaaq,50050,Aswaaq - International City,International City,Sunil Kumar,Silkene,HPC,3,5016.36
SO-101359,2025-02-17,Sales,1002,Lulu Hypermarket,50004,Lulu Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,SunHarvest,Food,1,567.86
SO-101558,2025-02-17,Sales,1014,Day to Day,50062,Day to Day - Deira,Deira,Rashid Al Marzooqi,Sparklo,HPC,1,956.77
SO-100833,2025-02-18,Sales,1015,Safeer Market,50067,Safeer Market - Jumeirah,Jumeirah,Grace Fernandes,Zaytoona,Food,2,2884.7
SO-100162,2025-02-19,Sales,1004,Choithrams,50014,Choithrams - Dubai Marina,Dubai Marina,Fatima Khan,Mintleaf,HPC,2,1405.6
SO-100799,2025-02-19,Return,1014,Day to Day,50061,Day to Day - Motor City,Motor City,Rashid Al Marzooqi,Cleanova,HPC,-8,-9156.64
SO-101702,2025-02-19,Sales,1010,Géant,50044,Géant - Al Barsha,Al Barsha,Mohammed Saleh,PureGlow,HPC,3,8329.08
SO-101707,2025-02-19,Sales,1004,Choithrams,50012,Choithrams - Mirdif,Mirdif,Vikram Nair,PureGlow,HPC,5,14316.15
SO-100005,2025-02-20,Return,1007,Al Maya Supermarket,50029,Al Maya Supermarket - Motor City,Motor City,Rashid Al Marzooqi,Marhaba Gold,Food,-12,-7331.88
SO-100233,2025-02-20,Sales,1006,Waitrose,50021,Waitrose - Deira,Deira,Rashid Al Marzooqi,Auracare,HPC,3,6465.81
SO-100997,2025-02-20,Sales,1007,Al Maya Supermarket,50029,Al Maya Supermarket - Motor City,Motor City,Rashid Al Marzooqi,Zaytoona,Food,8,12404.56
SO-101731,2025-02-20,Sales,1009,West Zone Supermarket,50036,West Zone Supermarket - Deira,Deira,Rashid Al Marzooqi,Zaytoona,Food,1,1372.12
SO-100006,2025-02-21,Sales,1012,Viva Supermarket,50051,Viva Supermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,PureGlow,HPC,12,27351.0
SO-100318,2025-02-21,Sales,1001,Carrefour,50001,Carrefour - Deira,Deira,Rashid Al Marzooqi,Bakehouse Co,Food,5,4713.9
SO-199998,2025-02-21,Sales,1012,Viva Supermarket,50051,Viva Supermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,PureGlow,HPC,12,27351.0
SO-101069,2025-02-22,Sales,1005,Union Coop,50017,Union Coop - Karama,Karama,Daniel Costa,SunHarvest,Food,20,10148.8
SO-100461,2025-02-23,Sales,1005,Union Coop,50017,Union Coop - Karama,Karama,Daniel Costa,SunHarvest,Food,3,1734.54
SO-100884,2025-02-23,Sales,1007,Al Maya Supermarket,50026,Al Maya Supermarket - International City,International City,Sunil Kumar,Auracare,HPC,2,5324.44
SO-101228,2025-02-23,Sales,1003,Spinneys,50010,Spinneys - Mirdif,Mirdif,Vikram Nair,Mintleaf,HPC,12,7623.72
SO-101422,2025-02-23,Sales,1008,Nesto Hypermarket,50031,Nesto Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,Cedarna,Food,8,9821.68
SO-101682,2025-02-23,Sales,1001,Carrefour,50002,Carrefour - Jebel Ali,Jebel Ali,Priya Raj,Cedarna,Food,40,58006.4
SO-101744,2025-02-23,Return,1005,Union Coop,50018,Union Coop - International City,International City,Sunil Kumar,Zaytoona,Food,-1,-1517.74
SO-101531,2025-02-24,Return,1009,West Zone Supermarket,50038,West Zone Supermarket - Downtown,Downtown,Joseph Mathew,Sparklo,HPC,-1,-1056.21
SO-101755,2025-02-24,Sales,1004,Choithrams,50014,Choithrams - Dubai Marina,Dubai Marina,Fatima Khan,FreshNest,Food,1,800.11
SO-101925,2025-02-24,Sales,1008,Nesto Hypermarket,50030,Nesto Hypermarket - JLT,JLT,Arjun Pillai,SunHarvest,Food,60,28276.8
SO-101366,2025-02-25,Sales,1005,Union Coop,50019,Union Coop - Jebel Ali,Jebel Ali,Priya Raj,SunHarvest,Food,1,616.39
SO-101830,2025-02-25,Sales,1011,Aswaaq,50049,Aswaaq - Downtown,Downtown,Joseph Mathew,DeliMia,Food,1,1169.55
SO-100201,2025-02-28,Sales,1009,West Zone Supermarket,50039,West Zone Supermarket - International City,International City,Sunil Kumar,Oasis Delights,Food,3,2150.04
SO-101600,2025-02-28,Sales,1004,Choithrams,50015,Choithrams - JLT,JLT,Arjun Pillai,DeliMia,Food,8,8553.28
SO-101817,2025-03-01,Sales,1014,Day to Day,50061,Day to Day - Motor City,Motor City,Rashid Al Marzooqi,FreshNest,Food,8,5019.12
SO-100152,2025-03-02,Sales,1008,Nesto Hypermarket,50030,Nesto Hypermarket - JLT,JLT,Arjun Pillai,Auracare,HPC,2,4911.94
SO-100322,2025-03-02,Sales,1014,Day to Day,50059,Day to Day - Al Qusais,Al Qusais,Anjali Menon,Lumora,HPC,5,9468.15
SO-100531,2025-03-02,Sales,1012,Viva Supermarket,50055,Viva Supermarket - Downtown,Downtown,Joseph Mathew,Mintleaf,HPC,5,3772.05
SO-101469,2025-03-02,Sales,1009,West Zone Supermarket,50040,West Zone Supermarket - Dubai Marina,Dubai Marina,Fatima Khan,Mintleaf,HPC,1,705.49
SO-100415,2025-03-03,Sales,1012,Viva Supermarket,50053,Viva Supermarket - Al Barsha,Al Barsha,Mohammed Saleh,Zaytoona,Food,3,5411.31
SO-100366,2025-03-05,Sales,1015,Safeer Market,50069,Safeer Market - Bur Dubai,Bur Dubai,Anjali Menon,Marhaba Gold,Food,8,5486.56
SO-100702,2025-03-05,Sales,1011,Aswaaq,50050,Aswaaq - International City,International City,Sunil Kumar,Lumora,HPC,3,5163.75
SO-100751,2025-03-05,Sales,1005,Union Coop,50018,Union Coop - International City,International City,Sunil Kumar,Marhaba Gold,Food,3,1786.71
SO-100886,2025-03-05,Sales,1008,Nesto Hypermarket,50033,Nesto Hypermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Marhaba Gold,Food,2,1273.62
SO-101394,2025-03-05,Sales,1006,Waitrose,50024,Waitrose - Jumeirah,Jumeirah,Grace Fernandes,Verdé,HPC,5,11359.3
SO-101634,2025-03-05,Sales,1006,Waitrose,50021,Waitrose - Deira,Deira,Rashid Al Marzooqi,Cedarna,Food,1,1080.48
SO-100141,2025-03-06,Sales,1003,Spinneys,50010,Spinneys - Mirdif,Mirdif,Vikram Nair,Goldenfields,Food,5,5461.3
SO-100346,2025-03-06,Sales,1005,Union Coop,50016,Union Coop - Al Quoz,Al Quoz,Ayesha Siddiqui,Marhaba Gold,Food,1,729.14
SO-100787,2025-03-06,Sales,1006,Waitrose,50025,Waitrose - International City,International City,Sunil Kumar,Zaytoona,Food,8,11953.36
SO-101312,2025-03-06,Sales,1006,Waitrose,50024,Waitrose - Jumeirah,Jumeirah,Grace Fernandes,Auracare,HPC,2,4929.02
SO-101391,2025-03-06,Sales,1013,Grandiose Supermarket,50057,Grandiose Supermarket - Jumeirah,Jumeirah,Grace Fernandes,Silkene,HPC,12,19912.32
SO-101926,2025-03-06,Sales,1008,Nesto Hypermarket,50034,Nesto Hypermarket - Deira,Deira,Rashid Al Marzooqi,PureGlow,HPC,20,54889.6
SO-100635,2025-03-07,Sales,1009,West Zone Supermarket,50036,West Zone Supermarket - Deira,Deira,Rashid Al Marzooqi,Lumora,HPC,3,5071.38
SO-101791,2025-03-07,Sales,1012,Viva Supermarket,50052,Viva Supermarket - Dubai Marina,Dubai Marina,Fatima Khan,Mintleaf,HPC,5,3424.6
SO-100448,2025-03-08,Sales,1015,Safeer Market,50067,Safeer Market - Jumeirah,Jumeirah,Grace Fernandes,FreshNest,Food,2,1511.88
SO-101039,2025-03-08,Sales,1015,Safeer Market,50065,Safeer Market - Discovery Gardens,Discovery Gardens,Lina Aboud,Lumora,HPC,20,36394.0
SO-101489,2025-03-08,Return,1014,Day to Day,50059,Day to Day - Al Qusais,Al Qusais,Anjali Menon,Mintleaf,HPC,-2,-1613.12
SO-100554,2025-03-10,Sales,1003,Spinneys,50007,Spinneys - Al Qusais,Al Qusais,Anjali Menon,Oasis Delights,Food,2,1867.72
SO-100962,2025-03-10,Sales,1003,Spinneys,50010,Spinneys - Mirdif,Mirdif,Vikram Nair,Zaytoona,Food,2,2810.28
SO-101360,2025-03-10,Sales,1006,Waitrose,50024,Waitrose - Jumeirah,Jumeirah,Grace Fernandes,Bakehouse Co,Food,2,1457.2
SO-101655,2025-03-10,Sales,1005,Union Coop,50017,Union Coop - Karama,Karama,Daniel Costa,Zaytoona,Food,1,1840.34
SO-101940,2025-03-10,Sales,1009,West Zone Supermarket,50039,West Zone Supermarket - International City,International City,Sunil Kumar,Mintleaf,HPC,3,2502.66
SO-101946,2025-03-10,Sales,1010,Géant,50043,Géant - Festival City,Festival City,Omar Haddad,Cleanova,HPC,3,3468.09
SO-100080,2025-03-12,Sales,1006,Waitrose,50022,Waitrose - Mirdif,Mirdif,Vikram Nair,Sparklo,HPC,3,2715.39
SO-100672,2025-03-12,Sales,1013,Grandiose Supermarket,50058,Grandiose Supermarket - Festival City,Festival City,Omar Haddad,PureGlow,HPC,40,110382.8
SO-101975,2025-03-12,Sales,1007,Al Maya Supermarket,50028,Al Maya Supermarket - Al Qusais,Al Qusais,Anjali Menon,Cleanova,HPC,20,23323.6
SO-101023,2025-03-13,Sales,1014,Day to Day,50063,Day to Day - Al Barsha,Al Barsha,Mohammed Saleh,Auracare,HPC,1,2368.55
SO-101814,2025-03-13,Sales,1010,Géant,50041,Géant - Dubai Marina,Dubai Marina,Fatima Khan,PureGlow,HPC,20,49473.8
SO-100209,2025-03-14,Sales,1008,Nesto Hypermarket,50030,Nesto Hypermarket - JLT,JLT,Arjun Pillai,PureGlow,HPC,5,11611.9
SO-100755,2025-03-14,Sales,1015,Safeer Market,50067,Safeer Market - Jumeirah,Jumeirah,Grace Fernandes,Mintleaf,HPC,5,3658.05
SO-100960,2025-03-14,Sales,1009,West Zone Supermarket,50037,West Zone Supermarket - Al Qusais,Al Qusais,Anjali Menon,Bakehouse Co,Food,3,2401.71
SO-100969,2025-03-14,Sales,1010,Géant,50044,Géant - Al Barsha,Al Barsha,Mohammed Saleh,Cedarna,Food,2,2408.82
SO-101337,2025-03-14,Sales,1010,Géant,50045,Géant - Deira,Deira,Rashid Al Marzooqi,DeliMia,Food,60,57769.8
SO-101441,2025-03-14,Sales,1015,Safeer Market,50069,Safeer Market - Bur Dubai,Bur Dubai,Anjali Menon,Lumora,HPC,8,14092.88
SO-101906,2025-03-14,Return,1006,Waitrose,50024,Waitrose - Jumeirah,Jumeirah,Grace Fernandes,DeliMia,Food,-1,-1055.8
SO-100236,2025-03-15,Sales,1010,Géant,50046,Géant - Jumeirah,Jumeirah,Grace Fernandes,Zaytoona,Food,8,14237.76
SO-101259,2025-03-15,Sales,1015,Safeer Market,50068,Safeer Market - Al Quoz,Al Quoz,Ayesha Siddiqui,Lumora,HPC,3,5129.82
SO-100266,2025-03-16,Sales,1003,Spinneys,50010,Spinneys - Mirdif,Mirdif,Vikram Nair,Lumora,HPC,5,9088.5
SO-100931,2025-03-16,Sales,1008,Nesto Hypermarket,50033,Nesto Hypermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,FreshNest,Food,20,14819.0
SO-101399,2025-03-16,Sales,1003,Spinneys,50008,Spinneys - Jumeirah,Jumeirah,Grace Fernandes,Lumora,HPC,1,1825.03
SO-101678,2025-03-16,Sales,1012,Viva Supermarket,50055,Viva Supermarket - Downtown,Downtown,Joseph Mathew,Cleanova,HPC,12,16109.52
SO-100367,2025-03-17,Sales,1003,Spinneys,50007,Spinneys - Al Qusais,Al Qusais,Anjali Menon,Verdé,HPC,3,7044.57
SO-100580,2025-03-17,Sales,1014,Day to Day,50060,Day to Day - Jumeirah,Jumeirah,Grace Fernandes,Crunchio,Food,3,1511.13
SO-101079,2025-03-17,Sales,1010,Géant,50043,Géant - Festival City,Festival City,Omar Haddad,Caressa,HPC,2,2449.54
SO-101351,2025-03-17,Sales,1002,Lulu Hypermarket,50006,Lulu Hypermarket - Deira,Deira,Rashid Al Marzooqi,PureGlow,HPC,1,2743.06
SO-101595,2025-03-17,Sales,1014,Day to Day,50059,Day to Day - Al Qusais,Al Qusais,Anjali Menon,FreshLine,HPC,12,11352.24
SO-101082,2025-03-18,Sales,1011,Aswaaq,50049,Aswaaq - Downtown,Downtown,Joseph Mathew,SunHarvest,Food,5,2626.1
SO-101771,2025-03-18,Return,1015,Safeer Market,50065,Safeer Market - Discovery Gardens,Discovery Gardens,Lina Aboud,Zaytoona,Food,-40,-67374.0
SO-101829,2025-03-18,Sales,1015,Safeer Market,50069,Safeer Market - Bur Dubai,Bur Dubai,Anjali Menon,Cedarna,Food,2,2441.56
SO-100631,2025-03-19,Sales,1012,Viva Supermarket,50052,Viva Supermarket - Dubai Marina,Dubai Marina,Fatima Khan,Lumora,HPC,1,2062.56
SO-101208,2025-03-19,Sales,1007,Al Maya Supermarket,50029,Al Maya Supermarket - Motor City,Motor City,Rashid Al Marzooqi,Cedarna,Food,5,5960.2
SO-100708,2025-03-20,Sales,1006,Waitrose,50025,Waitrose - International City,International City,Sunil Kumar,Zaytoona,Food,2,3255.4
SO-101685,2025-03-20,Sales,1005,Union Coop,50019,Union Coop - Jebel Ali,Jebel Ali,Priya Raj,Mintleaf,HPC,8,6404.72
SO-100104,2025-03-22,Sales,1013,Grandiose Supermarket,50057,Grandiose Supermarket - Jumeirah,Jumeirah,Grace Fernandes,Caressa,HPC,2,2739.4
SO-100984,2025-03-23,Sales,1015,Safeer Market,50069,Safeer Market - Bur Dubai,Bur Dubai,Anjali Menon,Cleanova,HPC,1,1342.03
SO-101021,2025-03-23,Sales,1014,Day to Day,50063,Day to Day - Al Barsha,Al Barsha,Mohammed Saleh,Verdé,HPC,12,21602.52
SO-101417,2025-03-23,Sales,1006,Waitrose,50025,Waitrose - International City,International City,Sunil Kumar,DeliMia,Food,1,1078.36
SO-101338,2025-03-24,Sales,1004,Choithrams,50015,Choithrams - JLT,JLT,Arjun Pillai,Marhaba Gold,Food,1,671.41
SO-101981,2025-03-25,Sales,1008,Nesto Hypermarket,50031,Nesto Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,Lumora,HPC,8,15054.96
SO-100192,2025-03-26,Sales,1001,Carrefour,50002,Carrefour - Jebel Ali,Jebel Ali,Priya Raj,Mintleaf,HPC,40,30348.4
SO-100484,2025-03-26,Sales,1002,Lulu Hypermarket,50004,Lulu Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,DeliMia,Food,40,47715.6
SO-100760,2025-03-26,Sales,1014,Day to Day,50063,Day to Day - Al Barsha,Al Barsha,Mohammed Saleh,Zaytoona,Food,12,17904.24
SO-101056,2025-03-26,Sales,1015,Safeer Market,50067,Safeer Market - Jumeirah,Jumeirah,Grace Fernandes,Sparklo,HPC,8,7596.32
SO-101358,2025-03-26,Sales,1009,West Zone Supermarket,50039,West Zone Supermarket - International City,International City,Sunil Kumar,Marhaba Gold,Food,3,1714.02
SO-100079,2025-03-28,Sales,1010,Géant,50043,Géant - Festival City,Festival City,Omar Haddad,Cedarna,Food,8,10478.48
SO-100240,2025-03-28,Sales,1007,Al Maya Supermarket,50028,Al Maya Supermarket - Al Qusais,Al Qusais,Anjali Menon,Crunchio,Food,2,878.04
SO-100455,2025-03-28,Sales,1002,Lulu Hypermarket,50006,Lulu Hypermarket - Deira,Deira,Rashid Al Marzooqi,Cleanova,HPC,8,8604.96
SO-101040,2025-03-28,Sales,1002,Lulu Hypermarket,50005,Lulu Hypermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Silkene,HPC,8,15970.72
SO-101263,2025-03-28,Sales,1001,Carrefour,50003,Carrefour - Satwa,Satwa,Mohammed Saleh,FreshLine,HPC,2,1756.64
SO-101698,2025-03-28,Return,1014,Day to Day,50063,Day to Day - Al Barsha,Al Barsha,Mohammed Saleh,Cedarna,Food,-40,-51975.2
SO-101807,2025-03-28,Sales,1012,Viva Supermarket,50053,Viva Supermarket - Al Barsha,Al Barsha,Mohammed Saleh,Caressa,HPC,12,15919.68
SO-101306,2025-03-29,Sales,1010,Géant,50045,Géant - Deira,Deira,Rashid Al Marzooqi,Cedarna,Food,1,1118.83
SO-100246,2025-03-30,Sales,1004,Choithrams,50012,Choithrams - Mirdif,Mirdif,Vikram Nair,Oasis Delights,Food,12,8683.68
SO-100342,2025-03-30,Sales,1001,Carrefour,50002,Carrefour - Jebel Ali,Jebel Ali,Priya Raj,Verdé,HPC,5,8652.5
SO-101225,2025-03-30,Sales,1004,Choithrams,50013,Choithrams - Karama,Karama,Daniel Costa,SunHarvest,Food,3,1626.6
SO-100364,2025-03-31,Sales,1015,Safeer Market,50068,Safeer Market - Al Quoz,Al Quoz,Ayesha Siddiqui,DeliMia,Food,5,4952.65
SO-100667,2025-03-31,Sales,1014,Day to Day,50063,Day to Day - Al Barsha,Al Barsha,Mohammed Saleh,Cleanova,HPC,12,12691.2
SO-101291,2025-03-31,Sales,1011,Aswaaq,50049,Aswaaq - Downtown,Downtown,Joseph Mathew,Cleanova,HPC,5,6637.65
SO-100223,2025-04-01,Sales,1008,Nesto Hypermarket,50030,Nesto Hypermarket - JLT,JLT,Arjun Pillai,Sparklo,HPC,60,47527.2
